Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"1263034.3","Akkermansia muciniphila CAG:154",,1263034,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935;1263034","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila;Akkermansia muciniphila CAG","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MGS:154",,,,,,,,,,,,,,,,,,,,"Good","2013-05-31T00:00:00Z",,,"PRJEB726","SAMEA3138704","GCF_000436395.1",,"CBDW000000000","DTU","WGS",,,,,,81,2721828,55.38,9,74342,46,1,,2789,99.8,98.4,0.6,100,,"396 human stool samples we identified 7,381 such MetaGenomic Species","derived from 396 human stool samples we identified 7,381 such MetaGenomic Species",,,,,,,,,,,"Human, Homo sapiens","Human",,,,"Human",,,,,"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source","2016-01-17T15:32:41.844Z","2016-01-17T15:32:41.844Z"
"239935.2136","Akkermansia muciniphila strain BIOML-A41",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","BIOML-A41",,,,,,,,,,,,,,,,,,,,"Good","2019-09-16T00:00:00Z","31477907",,"PRJNA544527","SAMN11943041","GCA_008422695.1",,"VVKJ00000000","Massachusetts Institute of Technology","WGS","Illumina NextSeq","131.369x","SPAdes v. 3.9.1",,,21,2752380,55.15594,4,324533,50,2,,2736,93.85,92.77,0.15,99.85,,"fecal material",,"2016-05-12",2016,,"USA","Massachusetts",,,"North America","USA:Boston",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We introduce a comprehensive library of human gut bacteria: a library of 7,758 bacterial isolates, characterized by 16S sanger sequences, which were obtained from healthy FMT donors recruited in the Boston area. This library covers most of the phylogenetic diversity found in the human gut and contains extensive strain diversity. Isolates can be requested at this address: XXX.We report Whole Genome Sequences (WGSs) for a phylogenetically-comprehensive subset of these isolates, representing a library of 3,632 WGSs, to enable researchers to test and predict phenotypes in vitro and in vivo. We also provide longitudinal 16S (1,169 samples from 90 donors), metagenomic (564 samples from 84 donors) and metabolomic data (179 samples from 83 donors) for a large cohort of FMT donors.","2019-10-02T09:01:24.879Z","2019-10-02T09:01:24.879Z"
"239935.2137","Akkermansia muciniphila strain BIOML-A40",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","BIOML-A40",,,,,,,,,,,,,,,,,,,,"Good","2019-09-16T00:00:00Z","31477907",,"PRJNA544527","SAMN11943040","GCA_008422705.1",,"VVKI00000000","Massachusetts Institute of Technology","WGS","Illumina NextSeq","84.517x","SPAdes v. 3.9.1",,,35,2789753,55.001183,4,324533,49,2,,2801,93.79,92.89,,99.85,,"fecal material",,"2016-05-12",2016,,"USA","Massachusetts",,,"North America","USA:Boston",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We introduce a comprehensive library of human gut bacteria: a library of 7,758 bacterial isolates, characterized by 16S sanger sequences, which were obtained from healthy FMT donors recruited in the Boston area. This library covers most of the phylogenetic diversity found in the human gut and contains extensive strain diversity. Isolates can be requested at this address: XXX.We report Whole Genome Sequences (WGSs) for a phylogenetically-comprehensive subset of these isolates, representing a library of 3,632 WGSs, to enable researchers to test and predict phenotypes in vitro and in vivo. We also provide longitudinal 16S (1,169 samples from 90 donors), metagenomic (564 samples from 84 donors) and metabolomic data (179 samples from 83 donors) for a large cohort of FMT donors.","2019-10-02T09:01:30.305Z","2019-10-02T09:01:30.305Z"
"239935.2138","Akkermansia muciniphila strain BIOML-A42",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","BIOML-A42",,,,,,,,,,,,,,,,,,,,"Good","2019-09-16T00:00:00Z","31477907",,"PRJNA544527","SAMN11943042","GCA_008422715.1",,"VVKK00000000","Massachusetts Institute of Technology","WGS","Illumina NextSeq","82.881x","SPAdes v. 3.9.1",,,22,2752203,55.155125,4,324533,51,2,,2724,93.85,92.83,,99.85,,"fecal material",,"2016-05-12",2016,,"USA","Massachusetts",,,"North America","USA:Boston",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We introduce a comprehensive library of human gut bacteria: a library of 7,758 bacterial isolates, characterized by 16S sanger sequences, which were obtained from healthy FMT donors recruited in the Boston area. This library covers most of the phylogenetic diversity found in the human gut and contains extensive strain diversity. Isolates can be requested at this address: XXX.We report Whole Genome Sequences (WGSs) for a phylogenetically-comprehensive subset of these isolates, representing a library of 3,632 WGSs, to enable researchers to test and predict phenotypes in vitro and in vivo. We also provide longitudinal 16S (1,169 samples from 90 donors), metagenomic (564 samples from 84 donors) and metabolomic data (179 samples from 83 donors) for a large cohort of FMT donors.","2019-10-02T09:01:33.354Z","2019-10-02T09:01:33.354Z"
"239935.2139","Akkermansia muciniphila strain BIOML-A36",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","BIOML-A36",,,,,,,,,,,,,,,,,,,,"Good","2019-09-16T00:00:00Z","31477907",,"PRJNA544527","SAMN11943036","GCA_008422765.1",,"VVKE00000000","Massachusetts Institute of Technology","WGS","Illumina NextSeq","348.674x","SPAdes v. 3.9.1",,,26,2753750,55.147945,4,324533,49,2,,2725,93.85,92.77,,99.85,,"fecal material",,"2016-05-12",2016,,"USA","Massachusetts",,,"North America","USA:Boston",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We introduce a comprehensive library of human gut bacteria: a library of 7,758 bacterial isolates, characterized by 16S sanger sequences, which were obtained from healthy FMT donors recruited in the Boston area. This library covers most of the phylogenetic diversity found in the human gut and contains extensive strain diversity. Isolates can be requested at this address: XXX.We report Whole Genome Sequences (WGSs) for a phylogenetically-comprehensive subset of these isolates, representing a library of 3,632 WGSs, to enable researchers to test and predict phenotypes in vitro and in vivo. We also provide longitudinal 16S (1,169 samples from 90 donors), metagenomic (564 samples from 84 donors) and metabolomic data (179 samples from 83 donors) for a large cohort of FMT donors.","2019-10-02T09:01:55.884Z","2019-10-02T09:01:55.884Z"
"239935.2140","Akkermansia muciniphila strain BIOML-A37",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","BIOML-A37",,,,,,,,,,,,,,,,,,,,"Good","2019-09-16T00:00:00Z","31477907",,"PRJNA544527","SAMN11943037","GCA_008422775.1",,"VVKF00000000","Massachusetts Institute of Technology","WGS","Illumina NextSeq","307.579x","SPAdes v. 3.9.1",,,21,2753150,55.159042,4,324533,50,2,,2721,93.85,92.83,,99.85,,"fecal material",,"2016-05-12",2016,,"USA","Massachusetts",,,"North America","USA:Boston",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We introduce a comprehensive library of human gut bacteria: a library of 7,758 bacterial isolates, characterized by 16S sanger sequences, which were obtained from healthy FMT donors recruited in the Boston area. This library covers most of the phylogenetic diversity found in the human gut and contains extensive strain diversity. Isolates can be requested at this address: XXX.We report Whole Genome Sequences (WGSs) for a phylogenetically-comprehensive subset of these isolates, representing a library of 3,632 WGSs, to enable researchers to test and predict phenotypes in vitro and in vivo. We also provide longitudinal 16S (1,169 samples from 90 donors), metagenomic (564 samples from 84 donors) and metabolomic data (179 samples from 83 donors) for a large cohort of FMT donors.","2019-10-02T09:01:58.411Z","2019-10-02T09:01:58.411Z"
"239935.2141","Akkermansia muciniphila strain BIOML-A35",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","BIOML-A35",,,,,,,,,,,,,,,,,,,,"Good","2019-09-16T00:00:00Z","31477907",,"PRJNA544527","SAMN11943035","GCA_008422795.1",,"VVKD00000000","Massachusetts Institute of Technology","WGS","Illumina NextSeq","349.305x","SPAdes v. 3.9.1",,,23,2752587,55.157932,4,324533,49,2,,2726,93.85,92.89,0.15,99.85,,"fecal material",,"2016-05-12",2016,,"USA","Massachusetts",,,"North America","USA:Boston",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We introduce a comprehensive library of human gut bacteria: a library of 7,758 bacterial isolates, characterized by 16S sanger sequences, which were obtained from healthy FMT donors recruited in the Boston area. This library covers most of the phylogenetic diversity found in the human gut and contains extensive strain diversity. Isolates can be requested at this address: XXX.We report Whole Genome Sequences (WGSs) for a phylogenetically-comprehensive subset of these isolates, representing a library of 3,632 WGSs, to enable researchers to test and predict phenotypes in vitro and in vivo. We also provide longitudinal 16S (1,169 samples from 90 donors), metagenomic (564 samples from 84 donors) and metabolomic data (179 samples from 83 donors) for a large cohort of FMT donors.","2019-10-02T09:02:20.756Z","2019-10-02T09:02:20.756Z"
"239935.2142","Akkermansia muciniphila strain BIOML-A34",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","BIOML-A34",,,,,,,,,,,,,,,,,,,,"Good","2019-09-16T00:00:00Z","31477907",,"PRJNA544527","SAMN11943034","GCA_008422805.1",,"VVKC00000000","Massachusetts Institute of Technology","WGS","Illumina NextSeq","309.47x","SPAdes v. 3.9.1",,,24,2752298,55.155674,4,324533,49,2,,2724,93.85,92.77,,99.85,,"fecal material",,"2016-05-12",2016,,"USA","Massachusetts",,,"North America","USA:Boston",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We introduce a comprehensive library of human gut bacteria: a library of 7,758 bacterial isolates, characterized by 16S sanger sequences, which were obtained from healthy FMT donors recruited in the Boston area. This library covers most of the phylogenetic diversity found in the human gut and contains extensive strain diversity. Isolates can be requested at this address: XXX.We report Whole Genome Sequences (WGSs) for a phylogenetically-comprehensive subset of these isolates, representing a library of 3,632 WGSs, to enable researchers to test and predict phenotypes in vitro and in vivo. We also provide longitudinal 16S (1,169 samples from 90 donors), metagenomic (564 samples from 84 donors) and metabolomic data (179 samples from 83 donors) for a large cohort of FMT donors.","2019-10-02T09:02:28.295Z","2019-10-02T09:02:28.295Z"
"239935.2143","Akkermansia muciniphila strain BIOML-A38",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","BIOML-A38",,,,,,,,,,,,,,,,,,,,"Good","2019-09-16T00:00:00Z","31477907",,"PRJNA544527","SAMN11943038","GCA_008422815.1",,"VVKG00000000","Massachusetts Institute of Technology","WGS","Illumina NextSeq","299.4x","SPAdes v. 3.9.1",,,21,2752334,55.157787,4,324533,49,2,,2722,93.85,92.89,,99.85,,"fecal material",,"2016-05-12",2016,,"USA","Massachusetts",,,"North America","USA:Boston",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We introduce a comprehensive library of human gut bacteria: a library of 7,758 bacterial isolates, characterized by 16S sanger sequences, which were obtained from healthy FMT donors recruited in the Boston area. This library covers most of the phylogenetic diversity found in the human gut and contains extensive strain diversity. Isolates can be requested at this address: XXX.We report Whole Genome Sequences (WGSs) for a phylogenetically-comprehensive subset of these isolates, representing a library of 3,632 WGSs, to enable researchers to test and predict phenotypes in vitro and in vivo. We also provide longitudinal 16S (1,169 samples from 90 donors), metagenomic (564 samples from 84 donors) and metabolomic data (179 samples from 83 donors) for a large cohort of FMT donors.","2019-10-02T09:03:21.079Z","2019-10-02T09:03:21.079Z"
"239935.2144","Akkermansia muciniphila strain BIOML-A32",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","BIOML-A32",,,,,,,,,,,,,,,,,,,,"Good","2019-09-16T00:00:00Z","31477907",,"PRJNA544527","SAMN11943032","GCA_008422865.1",,"VVKA00000000","Massachusetts Institute of Technology","WGS","Illumina NextSeq","347.597x","SPAdes v. 3.9.1",,,21,2752868,55.156055,3,383866,50,2,,2729,93.85,92.83,,99.85,,"fecal material",,"2016-05-12",2016,,"USA","Massachusetts",,,"North America","USA:Boston",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We introduce a comprehensive library of human gut bacteria: a library of 7,758 bacterial isolates, characterized by 16S sanger sequences, which were obtained from healthy FMT donors recruited in the Boston area. This library covers most of the phylogenetic diversity found in the human gut and contains extensive strain diversity. Isolates can be requested at this address: XXX.We report Whole Genome Sequences (WGSs) for a phylogenetically-comprehensive subset of these isolates, representing a library of 3,632 WGSs, to enable researchers to test and predict phenotypes in vitro and in vivo. We also provide longitudinal 16S (1,169 samples from 90 donors), metagenomic (564 samples from 84 donors) and metabolomic data (179 samples from 83 donors) for a large cohort of FMT donors.","2019-10-02T09:03:28.538Z","2019-10-02T09:03:28.538Z"
"239935.2145","Akkermansia muciniphila strain BIOML-A30",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","BIOML-A30",,,,,,,,,,,,,,,,,,,,"Good","2019-09-16T00:00:00Z","31477907",,"PRJNA544527","SAMN11943030","GCA_008422875.1",,"VVJY00000000","Massachusetts Institute of Technology","WGS","Illumina NextSeq","360.379x","SPAdes v. 3.9.1",,,23,2752525,55.155746,3,385341,49,2,,2737,93.85,92.77,,99.85,,"fecal material",,"2016-05-12",2016,,"USA","Massachusetts",,,"North America","USA:Boston",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We introduce a comprehensive library of human gut bacteria: a library of 7,758 bacterial isolates, characterized by 16S sanger sequences, which were obtained from healthy FMT donors recruited in the Boston area. This library covers most of the phylogenetic diversity found in the human gut and contains extensive strain diversity. Isolates can be requested at this address: XXX.We report Whole Genome Sequences (WGSs) for a phylogenetically-comprehensive subset of these isolates, representing a library of 3,632 WGSs, to enable researchers to test and predict phenotypes in vitro and in vivo. We also provide longitudinal 16S (1,169 samples from 90 donors), metagenomic (564 samples from 84 donors) and metabolomic data (179 samples from 83 donors) for a large cohort of FMT donors.","2019-10-02T09:03:35.975Z","2019-10-02T09:03:35.975Z"
"239935.2146","Akkermansia muciniphila strain BIOML-A33",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","BIOML-A33",,,,,,,,,,,,,,,,,,,,"Good","2019-09-16T00:00:00Z","31477907",,"PRJNA544527","SAMN11943033","GCA_008422885.1",,"VVKB00000000","Massachusetts Institute of Technology","WGS","Illumina NextSeq","280.887x","SPAdes v. 3.9.1",,,105,2905849,55.00146,4,324533,55,5,,2969,93.85,92.16,2.49,99.85,,"fecal material",,"2016-05-12",2016,,"USA","Massachusetts",,,"North America","USA:Boston",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We introduce a comprehensive library of human gut bacteria: a library of 7,758 bacterial isolates, characterized by 16S sanger sequences, which were obtained from healthy FMT donors recruited in the Boston area. This library covers most of the phylogenetic diversity found in the human gut and contains extensive strain diversity. Isolates can be requested at this address: XXX.We report Whole Genome Sequences (WGSs) for a phylogenetically-comprehensive subset of these isolates, representing a library of 3,632 WGSs, to enable researchers to test and predict phenotypes in vitro and in vivo. We also provide longitudinal 16S (1,169 samples from 90 donors), metagenomic (564 samples from 84 donors) and metabolomic data (179 samples from 83 donors) for a large cohort of FMT donors.","2019-10-02T09:04:28.699Z","2019-10-02T09:04:28.699Z"
"239935.2147","Akkermansia muciniphila strain BIOML-A31",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","BIOML-A31",,,,,,,,,,,,,,,,,,,,"Good","2019-09-16T00:00:00Z","31477907",,"PRJNA544527","SAMN11943031","GCA_008422895.1",,"VVJZ00000000","Massachusetts Institute of Technology","WGS","Illumina NextSeq","343.088x","SPAdes v. 3.9.1",,,24,2752621,55.15722,4,321296,49,2,,2731,93.85,92.77,0.15,99.85,,"fecal material",,"2016-05-12",2016,,"USA","Massachusetts",,,"North America","USA:Boston",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We introduce a comprehensive library of human gut bacteria: a library of 7,758 bacterial isolates, characterized by 16S sanger sequences, which were obtained from healthy FMT donors recruited in the Boston area. This library covers most of the phylogenetic diversity found in the human gut and contains extensive strain diversity. Isolates can be requested at this address: XXX.We report Whole Genome Sequences (WGSs) for a phylogenetically-comprehensive subset of these isolates, representing a library of 3,632 WGSs, to enable researchers to test and predict phenotypes in vitro and in vivo. We also provide longitudinal 16S (1,169 samples from 90 donors), metagenomic (564 samples from 84 donors) and metabolomic data (179 samples from 83 donors) for a large cohort of FMT donors.","2019-10-02T09:04:53.131Z","2019-10-02T09:04:53.131Z"
"239935.2148","Akkermansia muciniphila strain BIOML-A29",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","BIOML-A29",,,,,,,,,,,,,,,,,,,,"Good","2019-09-16T00:00:00Z","31477907",,"PRJNA544527","SAMN11943029","GCA_008422925.1",,"VVJX00000000","Massachusetts Institute of Technology","WGS","Illumina NextSeq","346.981x","SPAdes v. 3.9.1",,,25,2751571,55.155266,4,321296,50,2,,2729,93.85,92.77,,99.85,,"fecal material",,"2016-05-12",2016,,"USA","Massachusetts",,,"North America","USA:Boston",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We introduce a comprehensive library of human gut bacteria: a library of 7,758 bacterial isolates, characterized by 16S sanger sequences, which were obtained from healthy FMT donors recruited in the Boston area. This library covers most of the phylogenetic diversity found in the human gut and contains extensive strain diversity. Isolates can be requested at this address: XXX.We report Whole Genome Sequences (WGSs) for a phylogenetically-comprehensive subset of these isolates, representing a library of 3,632 WGSs, to enable researchers to test and predict phenotypes in vitro and in vivo. We also provide longitudinal 16S (1,169 samples from 90 donors), metagenomic (564 samples from 84 donors) and metabolomic data (179 samples from 83 donors) for a large cohort of FMT donors.","2019-10-02T09:04:55.678Z","2019-10-02T09:04:55.678Z"
"239935.2149","Akkermansia muciniphila strain BIOML-A27",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","BIOML-A27",,,,,,,,,,,,,,,,,,,,"Good","2019-09-16T00:00:00Z","31477907",,"PRJNA544527","SAMN11943027","GCA_008422965.1",,"VVJV00000000","Massachusetts Institute of Technology","WGS","Illumina NextSeq","389.463x","SPAdes v. 3.9.1",,,22,2751903,55.156303,4,324533,49,2,,2717,93.85,92.89,,99.85,,"fecal material",,"2016-05-12",2016,,"USA","Massachusetts",,,"North America","USA:Boston",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We introduce a comprehensive library of human gut bacteria: a library of 7,758 bacterial isolates, characterized by 16S sanger sequences, which were obtained from healthy FMT donors recruited in the Boston area. This library covers most of the phylogenetic diversity found in the human gut and contains extensive strain diversity. Isolates can be requested at this address: XXX.We report Whole Genome Sequences (WGSs) for a phylogenetically-comprehensive subset of these isolates, representing a library of 3,632 WGSs, to enable researchers to test and predict phenotypes in vitro and in vivo. We also provide longitudinal 16S (1,169 samples from 90 donors), metagenomic (564 samples from 84 donors) and metabolomic data (179 samples from 83 donors) for a large cohort of FMT donors.","2019-10-02T09:04:58.199Z","2019-10-02T09:04:58.199Z"
"239935.2150","Akkermansia muciniphila strain BIOML-A26",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","BIOML-A26",,,,,,,,,,,,,,,,,,,,"Good","2019-09-16T00:00:00Z","31477907",,"PRJNA544527","SAMN11943026","GCA_008422985.1",,"VVJU00000000","Massachusetts Institute of Technology","WGS","Illumina NextSeq","465.505x","SPAdes v. 3.9.1",,,22,2752058,55.156094,4,324533,49,2,,2720,93.85,92.83,,99.85,,"fecal material",,"2016-05-12",2016,,"USA","Massachusetts",,,"North America","USA:Boston",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We introduce a comprehensive library of human gut bacteria: a library of 7,758 bacterial isolates, characterized by 16S sanger sequences, which were obtained from healthy FMT donors recruited in the Boston area. This library covers most of the phylogenetic diversity found in the human gut and contains extensive strain diversity. Isolates can be requested at this address: XXX.We report Whole Genome Sequences (WGSs) for a phylogenetically-comprehensive subset of these isolates, representing a library of 3,632 WGSs, to enable researchers to test and predict phenotypes in vitro and in vivo. We also provide longitudinal 16S (1,169 samples from 90 donors), metagenomic (564 samples from 84 donors) and metabolomic data (179 samples from 83 donors) for a large cohort of FMT donors.","2019-10-02T09:05:01.207Z","2019-10-02T09:05:01.207Z"
